"PMID","AuthorN","AuthorForename","AuthorLastname","AuthorInitials","AuthorAffiliation"
29432801,6,"Ying","Liu","Y","Guizhou Provincial Centre for Disease Control and Prevention, Guiyang, 550004, Guizhou, China."
29432801,7,"Qing","Ma","Q","Guizhou Provincial Centre for Disease Control and Prevention, Guiyang, 550004, Guizhou, China."
29432801,8,"Guangpeng","Tang","G","Guizhou Provincial Centre for Disease Control and Prevention, Guiyang, 550004, Guizhou, China."
29432801,9,"Dingming","Wang","D","Guizhou Provincial Centre for Disease Control and Prevention, Guiyang, 550004, Guizhou, China."
29432801,10,"Jie","Yan","J","Department of Medical Microbiology and Parasitology, College of Medicine, Zhejiang University, Hangzhou, 310058, Zhejing, China. Electronic address: med_bp@zju.edu.cn."
29437551,1,"Kornélia","Kurucz","K","1 Virological Research Group, Szentágothai Research Centre, University of Pécs , Pécs, Hungary ."
29437551,2,"Mónika","Madai","M","1 Virological Research Group, Szentágothai Research Centre, University of Pécs , Pécs, Hungary ."
29437551,3,"Dominika","Bali","D","1 Virological Research Group, Szentágothai Research Centre, University of Pécs , Pécs, Hungary ."
29437551,4,"Dávid","Hederics","D","1 Virological Research Group, Szentágothai Research Centre, University of Pécs , Pécs, Hungary ."
29437551,5,"Győző","Horváth","G","3 Department of Ecology, Institute of Biology, Faculty of Sciences, University of Pécs , Pécs, Hungary ."
29437551,6,"Gábor","Kemenesi","G","1 Virological Research Group, Szentágothai Research Centre, University of Pécs , Pécs, Hungary ."
29437551,7,"Ferenc","Jakab","F","1 Virological Research Group, Szentágothai Research Centre, University of Pécs , Pécs, Hungary ."
29445617,1,"Ciamak","Ghazaei","C","Department of Microbiology, University of Mohaghegh Ardabili, P.O. Box 179, Ardabil, Iran."
29458845,1,"Chin","Vk","C","Department of Medical Microbiology & Parasitology, Faculty of Medicine and Health Sciences, Universiti Putra Malaysia, 43400, UPM, Serdang, Selangor, Malaysia. Electronic address: cvk717@gmail.com."
29458845,2,"Lee","Ty","L","Department of Pathology, Faculty of Medicine and Health Sciences, Universiti Putra Malaysia, 43400, UPM Serdang, Selangor, Malaysia; School of Foundation Studies, Perdana University, 43400, Serdang, Malaysia. Electronic address: tzeyan.lee@gmail.com."
29458845,3,"Lim","Wf","L","Department of Pathology, Faculty of Medicine and Health Sciences, Universiti Putra Malaysia, 43400, UPM Serdang, Selangor, Malaysia; Integrative Pharmacogenomics Institute (iPROMISE), Universiti Teknologi MARA Selangor, Puncak Alam Campus, 42300 Bandar Puncak Alam, Selangor, Malaysia. Electronic address: limwaifeng85@gmail.com."
29458845,4,"Wan Shahriman","Ywy","WS","Department of Medical Microbiology & Parasitology, Faculty of Medicine and Health Sciences, Universiti Putra Malaysia, 43400, UPM, Serdang, Selangor, Malaysia; Department of Medical Laboratory Technology, Faculty of Health Sciences, Universiti Teknologi MARA, Cawangan Selangor Kampus Puncak Alam, 42300 Bandar Puncak Alam, Selangor, Malaysia. Electronic address: shahrimanuitm@gmail.com."
29458845,5,"Syafinaz","An","S","Department of Medical Microbiology & Parasitology, Faculty of Medicine and Health Sciences, Universiti Putra Malaysia, 43400, UPM, Serdang, Selangor, Malaysia. Electronic address: syafinaz@upm.edu.my."
29458845,6,"Zamberi","S","Z","Department of Medical Microbiology & Parasitology, Faculty of Medicine and Health Sciences, Universiti Putra Malaysia, 43400, UPM, Serdang, Selangor, Malaysia. Electronic address: zamberi@upm.edu.my."
29458845,7,"Maha","A","M","Department of Pathology, Faculty of Medicine and Health Sciences, Universiti Putra Malaysia, 43400, UPM Serdang, Selangor, Malaysia. Electronic address: maha@upm.edu.my."
29459489,1,"Deborah A","Grosenbaugh","DA","Boehringer Ingelheim Animal Health, Athens, Georgia, USA."
29459489,2,"Maria Camila","Pardo","MC","Animal Health Industry Consultant, Athens, Georgia, USA."
29462146,1,"Scott A","Nabity","SA","Departments of Medicine and Pediatrics, Massachusetts General Hospital, Harvard Medical School, Boston, United States of America."
29462146,2,"José E","Hagan","JE","Laboratório de Patologia e Biologia Molecular, Instituto Gonçalo Moniz, Fundação Oswaldo Cruz, Salvador, Brazil."
29462146,3,"Guilherme","Araújo","G","Laboratório de Patologia e Biologia Molecular, Instituto Gonçalo Moniz, Fundação Oswaldo Cruz, Salvador, Brazil."
29462146,4,"Alcinéia O","Damião","AO","Laboratório de Patologia e Biologia Molecular, Instituto Gonçalo Moniz, Fundação Oswaldo Cruz, Salvador, Brazil."
29462146,5,"Jaqueline S","Cruz","JS","Laboratório de Patologia e Biologia Molecular, Instituto Gonçalo Moniz, Fundação Oswaldo Cruz, Salvador, Brazil."
29462146,6,"Nivison","Nery","N","Laboratório de Patologia e Biologia Molecular, Instituto Gonçalo Moniz, Fundação Oswaldo Cruz, Salvador, Brazil."
29462146,7,"Elsio A","Wunder","EA","Department of Epidemiology of Microbial Diseases, Yale School of Public Health, New Haven, United States of America."
29462146,8,"Mitermayer G","Reis","MG","Laboratório de Patologia e Biologia Molecular, Instituto Gonçalo Moniz, Fundação Oswaldo Cruz, Salvador, Brazil."
29462146,9,"Albert I","Ko","AI","Laboratório de Patologia e Biologia Molecular, Instituto Gonçalo Moniz, Fundação Oswaldo Cruz, Salvador, Brazil."
29462146,10,"Guilherme S","Ribeiro","GS","Laboratório de Patologia e Biologia Molecular, Instituto Gonçalo Moniz, Fundação Oswaldo Cruz, Salvador, Brazil."
29466519,1,"Martha Maria","Pereira","MM","Instituto Oswaldo Cruz, WHO Collaborating Center for Leptospirosis, Rio de Janeiro, Rio de Janeiro, Brazil. Send correspondence to Martha Maria Pereira, at: mpereira@ioc.fiocruz.br."
29466519,2,"Maria Cristina","Schneider","MC","Pan American Health Organization, Health Emergencies Department, Washington, D.C., United States of America."
29466519,3,"Claudia","Munoz-Zanzi","C","University of Minnesota Twin Cities, Minneapolis, Minnesota, United States of America."
29466519,4,"Federico","Costa","F","Instituto de Saúde Coletiva, Universidade Federal da Bahia, Salvador, Bahia, Brazil."
29466519,5,"Jackie","Benschop","J","Massey University, Institute of Veterinary Animal and Biomedical Sciences, Molecular Epidemiology and Public Health Laboratory, Palmerston North, New Zealand."
29466519,6,"Rudy","Hartskeerl","R","WHO/FAO/OIE and National Leptospirosis Reference Centre, Amsterdam, Netherlands."
29466519,7,"Julio","Martinez","J","Pan American Health Organization, Health Emergencies Department, Washington, D.C., United States of America."
29466519,8,"Michel","Jancloes","M","Health and Climate Foundation, Marchissy, Switzerland."
29466519,9,"Eric","Bertherat","E","World Health Organization, Geneva, Switzerland."
29470107,1,"Stefan","Fischer","S","1 Institute of Novel and Emerging Infectious Diseases , Friedrich-Loeffler-Institut, Federal Research Institute for Animal Health, Greifswald-Insel Riems, Germany ."
29470107,2,"Anne","Mayer-Scholl","A","2 Department for Biological Safety, German Federal Institute for Risk Assessment , Berlin, Germany ."
29470107,3,"Christian","Imholt","C","3 Vertebrate Research, Institute for Plant Protection in Horticulture and Forests, Federal Research Centre for Cultivated Plants, Julius Kühn-Institute , Münster, Germany ."
29470107,4,"Nastasja G","Spierling","NG","1 Institute of Novel and Emerging Infectious Diseases , Friedrich-Loeffler-Institut, Federal Research Institute for Animal Health, Greifswald-Insel Riems, Germany ."
29470107,5,"Elisa","Heuser","E","1 Institute of Novel and Emerging Infectious Diseases , Friedrich-Loeffler-Institut, Federal Research Institute for Animal Health, Greifswald-Insel Riems, Germany ."
29470107,6,"Sabrina","Schmidt","S","1 Institute of Novel and Emerging Infectious Diseases , Friedrich-Loeffler-Institut, Federal Research Institute for Animal Health, Greifswald-Insel Riems, Germany ."
29470107,7,"Daniela","Reil","D","3 Vertebrate Research, Institute for Plant Protection in Horticulture and Forests, Federal Research Centre for Cultivated Plants, Julius Kühn-Institute , Münster, Germany ."
29470107,8,"Ulrike M","Rosenfeld","UM","1 Institute of Novel and Emerging Infectious Diseases , Friedrich-Loeffler-Institut, Federal Research Institute for Animal Health, Greifswald-Insel Riems, Germany ."
29470107,9,"Jens","Jacob","J","3 Vertebrate Research, Institute for Plant Protection in Horticulture and Forests, Federal Research Centre for Cultivated Plants, Julius Kühn-Institute , Münster, Germany ."
29470107,10,"Karsten","Nöckler","K","2 Department for Biological Safety, German Federal Institute for Risk Assessment , Berlin, Germany ."
29470107,11,"Rainer G","Ulrich","RG","1 Institute of Novel and Emerging Infectious Diseases , Friedrich-Loeffler-Institut, Federal Research Institute for Animal Health, Greifswald-Insel Riems, Germany ."
29474474,1,"Paul L","Wood","PL","Metabolomics Unit, College of Veterinary Medicine, Lincoln Memorial University, Harrogate, Tennessee, United States of America."
29474474,2,"Margaret","Steinman","M","Veterinary Diagnostic Laboratory, University of Kentucky, Lexington, Kentucky, United States of America."
29474474,3,"Erdal","Erol","E","Veterinary Diagnostic Laboratory, University of Kentucky, Lexington, Kentucky, United States of America."
29474474,4,"Craig","Carter","C","Veterinary Diagnostic Laboratory, University of Kentucky, Lexington, Kentucky, United States of America."
29474474,5,"Undine","Christmann","U","Center for Infectious, Zoonotic and Vector-borne Diseases, College of Veterinary Medicine, Lincoln Memorial University, Harrogate, Tennessee, United States of America."
29474474,6,"Ashutosh","Verma","A","Center for Infectious, Zoonotic and Vector-borne Diseases, College of Veterinary Medicine, Lincoln Memorial University, Harrogate, Tennessee, United States of America."
29488460,1,"Sabine","Dittrich","S","Nuffield Department of Medicine, Centre for Tropical Medicine and Global Health, University of Oxford, Oxford, United Kingdom."
29488460,2,"Latsaniphone","Boutthasavong","L","Microbiology Laboratory, Lao-Oxford-Mahosot Hospital-Wellcome Trust Research Unit, Mahosot Hospital, Vientiane, Lao PDR."
29488460,3,"Dala","Keokhamhoung","D","Nuffield Department of Medicine, Centre for Tropical Medicine and Global Health, University of Oxford, Oxford, United Kingdom."
29488460,4,"Weerawat","Phuklia","W","Microbiology Laboratory, Lao-Oxford-Mahosot Hospital-Wellcome Trust Research Unit, Mahosot Hospital, Vientiane, Lao PDR."
29488460,5,"Scott B","Craig","SB","Queensland Health Forensic and Scientific Service, WHO Collaborating Centre for Reference and Research on Leptospirosis, Brisbane, Australia."
29488460,6,"Suhella M","Tulsiani","SM","Section for Global Health, Department of Public Health, Copenhagen Centre for Disaster Research, University of Copenhagen, Copenhagen, Denmark."
29488460,7,"Mary-Anne","Burns","MA","Queensland Health Forensic and Scientific Service, WHO Collaborating Centre for Reference and Research on Leptospirosis, Brisbane, Australia."
29488460,8,"Steven L","Weier","SL","Faculty of Health, Queensland University of Technology, Brisbane, Australia."
29488460,9,"David A B","Dance","DAB","Faculty of Tropical and Infectious Diseases, London School of Hygiene and Tropical Medicine, London, United Kingdom."
29488460,10,"Viengmon","Davong","V","Microbiology Laboratory, Lao-Oxford-Mahosot Hospital-Wellcome Trust Research Unit, Mahosot Hospital, Vientiane, Lao PDR."
29488460,11,"Manivanh","Vongsouvath","M","Microbiology Laboratory, Lao-Oxford-Mahosot Hospital-Wellcome Trust Research Unit, Mahosot Hospital, Vientiane, Lao PDR."
29488460,12,"Mayfong","Mayxay","M","Faculty of Postgraduate Studies, University of Health Sciences, Vientiane, Lao PDR."
29488460,13,"Rattanaphone","Phetsouvanh","R","Nuffield Department of Medicine, Centre for Tropical Medicine and Global Health, University of Oxford, Oxford, United Kingdom."
29488460,14,"Paul N","Newton","PN","Nuffield Department of Medicine, Centre for Tropical Medicine and Global Health, University of Oxford, Oxford, United Kingdom."
29488460,15,"Kate","Woods","K","National Infection Service (NIS), Public Health England (PHE), London, United Kingdom."
29494314,1,"Yoshiko","Kudo","Y","1 Department of Pharmacology, Showa University School of Medicine , Tokyo, Japan ."
29494314,2,"Ket","Vansith","K","3 Department of Pharmacy, National University of Health Science of Cambodia , Phnom Penh, Cambodia ."
29494314,3,"En","Rin","E","4 Department of Clinical Laboratory, National Pediatric Hospital , Phnom Penh, Cambodia ."
29494314,4,"Kohdai","Uchida","K","5 Department of Medical Risk and Crisis Management, Faculty of Risk and Crisis Management, Chiba Institute of Science , Chiba, Japan ."
29494314,5,"Sumika","Kodama","S","5 Department of Medical Risk and Crisis Management, Faculty of Risk and Crisis Management, Chiba Institute of Science , Chiba, Japan ."
29494314,6,"Takashi","Fukui","T","6 Department of Pharmacy, Faculty of Pharmacy, Chiba Institute of Science , Chiba, Japan ."
29494314,7,"Sho","Masuda","S","6 Department of Pharmacy, Faculty of Pharmacy, Chiba Institute of Science , Chiba, Japan ."
29494314,8,"Toshiyuki","Masuzawa","T","6 Department of Pharmacy, Faculty of Pharmacy, Chiba Institute of Science , Chiba, Japan ."
29502205,1,"Prasannan V","Anu","PV","Department of Biotechnology, Interuniversity Centre for Genomics and Gene Technology, University of Kerala, Trivandrum, Kerala, India."
29502205,2,"Madathiparambil G","Madanan","MG","Regional Medical Research Centre (ICMR) PB No: 13, Port Blair, Andaman and Nicobar Islands, India."
29502205,3,"Ananthakrishnan J","Nair","AJ","Department of Biotechnology, Interuniversity Centre for Genomics and Gene Technology, University of Kerala, Trivandrum, Kerala, India."
29502205,4,"Gangaprasad A","Nair","GA","Department of Biotechnology, Interuniversity Centre for Genomics and Gene Technology, University of Kerala, Trivandrum, Kerala, India."
29502205,5,"Govinda Pillai M","Nair","GPM","Department of Biotechnology, Interuniversity Centre for Genomics and Gene Technology, University of Kerala, Trivandrum, Kerala, India."
29502205,6,"Perumana R","Sudhakaran","PR","Department of Biotechnology, Interuniversity Centre for Genomics and Gene Technology, University of Kerala, Trivandrum, Kerala, India."
29502205,7,"Padikara K","Satheeshkumar","PK","Department of Biotechnology, Interuniversity Centre for Genomics and Gene Technology, University of Kerala, Trivandrum, Kerala, India. satheesh.bot@bhu.ac.in."
29507072,1,"Narmada","Fernando","N","Institute of Biochemistry, Molecular Biology and Biotechnology, University of Colombo, Colombo, Sri Lanka narfernando@gmail.com."
29507072,2,"Rajiva","de Silva","R","Department of Immunology, Medical Research Institute, Colombo, Sri Lanka."
29507072,3,"Shiroma M","Handunnetti","SM","Institute of Biochemistry, Molecular Biology and Biotechnology, University of Colombo, Colombo, Sri Lanka."
29507072,4,"Lilani","Karunanayake","L","National Leptospirosis Reference Laboratory, Medical Research Institute, Colombo, Sri Lanka."
29507072,5,"Nipun Lakshitha","De Silva","NL","Tropical Medicine Research Unit, Faculty of Medicine, University of Colombo, Colombo, Sri Lanka."
29507072,6,"H Janaka","de Silva","HJ","Faculty of Medicine, University of Kelaniya, Ragama, Sri Lanka."
29507072,7,"Senaka","Rajapakse","S","Tropical Medicine Research Unit, Faculty of Medicine, University of Colombo, Colombo, Sri Lanka."
29507072,8,"Sunil","Premawansa","S","Faculty of Science, University of Colombo, Colombo, Sri Lanka."
29514334,1,"Joy","Dierks","J","Bureau of Medicine and Surgery, U.S. Navy, 7700 Arlington Blvd, Suite 5113, Falls Church, VA 22042-5113."
29514334,2,"Tammy","Servies","T","Department of Preventive Medicine and Biostatistics, Uniformed Services University, 4301 Jones Bridge Road, Bethesda, MD 20814."
